age,age_group,income,employment_years,credit_history_len,existing_debt_ratio,loan_amount,purpose,default,period
66,Over 50,114860.77,23.4,22.3,0.085,4928.89,auto,0,baseline
63,Over 50,60471.16,13.5,13.9,0.18,5406.36,debt_consolidation,0,baseline
68,Over 50,63422.74,17.4,16.2,0.246,6503.9,home_improvement,0,baseline
22,Under 30,72950.02,8.8,12.0,0.213,6094.6,auto,0,baseline
32,30-50,69353.11,4.4,3.4,0.307,9021.62,auto,0,baseline
48,30-50,40704.77,9.2,7.5,0.296,11937.91,auto,0,baseline
23,Under 30,55417.39,0.0,4.2,0.26,5631.33,education,0,baseline
38,30-50,43431.33,10.5,10.5,0.153,16621.68,auto,0,baseline
28,Under 30,59713.21,0.0,0.7,0.062,9631.88,debt_consolidation,0,baseline
66,Over 50,57168.65,17.0,16.7,0.128,12633.91,debt_consolidation,0,baseline
24,Under 30,41266.36,0.0,1.1,0.099,6504.35,auto,0,baseline
28,Under 30,26952.08,1.9,1.8,0.158,10649.09,auto,0,baseline
30,30-50,52355.21,0.0,0.3,0.173,10165.5,education,0,baseline
28,Under 30,44715.65,6.5,7.8,0.241,16878.45,home_improvement,0,baseline
48,30-50,20938.24,8.6,9.3,0.112,11230.03,auto,0,baseline
38,30-50,61601.89,2.3,6.9,0.222,12417.4,small_business,0,baseline
65,Over 50,75690.2,19.2,16.7,0.263,6219.81,debt_consolidation,0,baseline
33,30-50,152933.8,2.7,3.5,0.191,14734.71,debt_consolidation,0,baseline
47,30-50,41108.13,10.1,13.0,0.23,4280.92,small_business,0,baseline
53,Over 50,38467.91,13.7,15.0,0.381,6084.38,small_business,0,baseline
51,Over 50,29755.24,11.9,11.8,0.383,9326.83,debt_consolidation,0,baseline
60,Over 50,53846.29,7.1,4.5,0.254,4553.48,home_improvement,0,baseline
30,30-50,53693.28,5.2,4.6,0.274,5107.22,auto,0,baseline
45,30-50,34027.24,8.1,6.4,0.131,5108.5,debt_consolidation,0,baseline
60,Over 50,45309.93,12.7,12.2,0.24,9792.11,debt_consolidation,0,baseline
63,Over 50,20122.63,14.4,12.5,0.171,7484.0,debt_consolidation,0,baseline
51,Over 50,74374.58,5.7,9.7,0.231,13119.65,auto,0,baseline
52,Over 50,34654.9,11.4,8.0,0.703,20749.87,debt_consolidation,1,baseline
63,Over 50,48262.23,10.6,8.2,0.377,9276.31,debt_consolidation,0,baseline
51,Over 50,25796.34,9.6,10.2,0.541,6274.57,debt_consolidation,0,baseline
67,Over 50,37719.82,16.6,16.3,0.443,9741.66,auto,0,baseline
27,Under 30,43225.42,5.3,1.1,0.283,5177.86,education,0,baseline
38,30-50,48772.36,3.5,1.3,0.397,7849.21,auto,1,baseline
26,Under 30,60832.51,6.1,6.4,0.132,27753.74,debt_consolidation,0,baseline
25,Under 30,93674.73,4.2,8.1,0.276,7320.63,small_business,0,baseline
44,30-50,68167.28,6.8,11.2,0.222,9426.93,small_business,0,baseline
32,30-50,75582.05,0.5,1.6,0.056,7474.38,debt_consolidation,0,baseline
40,30-50,93971.5,2.3,3.5,0.407,6602.53,small_business,0,baseline
42,30-50,63346.1,8.2,6.9,0.554,10305.69,home_improvement,0,baseline
51,Over 50,48217.71,8.3,9.9,0.173,4292.16,debt_consolidation,0,baseline
67,Over 50,77195.8,19.7,20.8,0.143,7456.98,auto,0,baseline
62,Over 50,79447.7,12.3,14.4,0.325,4110.4,home_improvement,0,baseline
39,30-50,65634.36,3.6,4.8,0.476,17539.96,education,0,baseline
36,30-50,25474.1,6.0,5.1,0.068,13274.55,home_improvement,0,baseline
58,Over 50,33568.48,10.9,10.7,0.144,5518.79,education,0,baseline
27,Under 30,43317.66,2.1,6.5,0.332,3203.77,education,1,baseline
47,30-50,69621.55,12.1,10.8,0.117,10354.58,debt_consolidation,0,baseline
41,30-50,48552.17,7.4,4.3,0.188,7927.88,auto,0,baseline
29,Under 30,81763.88,3.2,3.8,0.084,24881.63,home_improvement,0,baseline
51,Over 50,88597.28,11.1,10.3,0.369,16331.77,debt_consolidation,0,baseline
36,30-50,84088.64,0.2,0.0,0.196,11131.95,home_improvement,0,baseline
30,30-50,84330.03,4.3,5.9,0.254,6222.21,education,0,baseline
53,Over 50,30741.01,11.7,12.4,0.167,7109.61,auto,0,baseline
29,Under 30,60912.03,5.5,10.1,0.153,9424.37,auto,0,baseline
53,Over 50,37294.9,13.0,9.7,0.413,9677.09,debt_consolidation,0,baseline
28,Under 30,23339.91,1.8,4.9,0.314,5688.3,auto,0,baseline
42,30-50,43072.41,10.4,12.3,0.067,4096.83,education,0,baseline
60,Over 50,88976.86,12.8,13.3,0.405,21250.03,small_business,0,baseline
32,30-50,60314.87,4.6,3.7,0.037,8241.43,education,0,baseline
58,Over 50,121541.89,12.0,9.5,0.339,10017.56,debt_consolidation,0,baseline
56,Over 50,53090.51,13.6,13.1,0.154,5277.89,small_business,0,baseline
65,Over 50,147489.35,14.3,13.6,0.093,16044.14,education,0,baseline
29,Under 30,53097.47,7.7,7.1,0.163,13630.15,debt_consolidation,0,baseline
56,Over 50,49519.22,18.3,19.2,0.178,8351.85,auto,0,baseline
66,Over 50,27564.24,18.4,15.9,0.192,9000.69,debt_consolidation,0,baseline
58,Over 50,80801.7,17.6,12.3,0.288,9344.02,auto,0,baseline
30,30-50,39106.49,0.0,1.6,0.142,8510.81,debt_consolidation,0,baseline
61,Over 50,36637.54,9.7,10.7,0.237,10710.21,auto,0,baseline
26,Under 30,87251.82,0.8,3.3,0.281,9781.94,debt_consolidation,0,baseline
49,30-50,82553.36,9.9,10.6,0.08,7420.85,education,0,baseline
45,30-50,81586.83,7.8,11.2,0.493,4517.49,debt_consolidation,0,baseline
47,30-50,41648.22,4.2,3.1,0.38,8001.07,debt_consolidation,1,baseline
46,30-50,47909.11,12.2,10.9,0.321,11791.45,debt_consolidation,0,baseline
22,Under 30,47718.07,6.8,10.5,0.049,11339.86,home_improvement,0,baseline
45,30-50,69712.38,12.2,7.9,0.043,15618.43,auto,0,baseline
66,Over 50,98627.37,19.0,17.1,0.581,16467.05,home_improvement,0,baseline
42,30-50,57853.31,8.0,10.9,0.093,11508.17,home_improvement,0,baseline
34,30-50,119217.04,2.0,6.0,0.256,8899.24,education,0,baseline
69,Over 50,73404.28,17.0,16.9,0.169,9621.46,auto,0,baseline
25,Under 30,44105.52,7.7,9.5,0.468,6080.33,home_improvement,0,baseline
44,30-50,71176.65,7.0,5.5,0.445,12084.01,home_improvement,0,baseline
46,30-50,105627.4,7.4,10.7,0.268,15706.62,small_business,0,baseline
44,30-50,120478.92,11.4,8.7,0.448,13640.71,debt_consolidation,0,baseline
66,Over 50,83625.28,19.3,15.1,0.453,10701.94,debt_consolidation,0,baseline
41,30-50,49590.45,4.5,6.3,0.072,7184.44,home_improvement,0,baseline
68,Over 50,44466.35,15.7,13.5,0.266,6781.91,auto,0,baseline
24,Under 30,63527.7,0.0,2.4,0.12,7480.89,debt_consolidation,0,baseline
56,Over 50,104118.87,12.5,12.8,0.086,5624.66,education,0,baseline
50,30-50,59587.2,13.5,16.3,0.358,9295.98,debt_consolidation,0,baseline
32,30-50,60146.55,1.4,4.0,0.24,2001.68,auto,0,baseline
32,30-50,50167.82,7.1,6.5,0.37,6189.48,debt_consolidation,0,baseline
56,Over 50,42296.05,12.6,13.4,0.046,8383.93,education,0,baseline
52,Over 50,45571.58,17.8,14.6,0.189,28305.98,home_improvement,0,baseline
50,30-50,52101.12,11.1,12.7,0.477,8121.04,debt_consolidation,0,baseline
23,Under 30,106206.97,0.4,2.5,0.212,8272.05,debt_consolidation,0,baseline
50,30-50,44008.09,11.9,12.3,0.261,5341.36,debt_consolidation,0,baseline
69,Over 50,50195.24,15.8,11.1,0.057,19144.45,home_improvement,0,baseline
21,Under 30,33209.13,0.0,0.0,0.248,5395.42,debt_consolidation,0,baseline
43,30-50,67675.8,7.0,4.6,0.056,22390.66,auto,0,baseline
45,30-50,90672.16,7.6,11.6,0.419,5597.24,home_improvement,0,baseline
64,Over 50,101826.33,10.3,7.9,0.235,12975.46,home_improvement,0,baseline
34,30-50,53718.57,4.3,6.9,0.136,7876.6,debt_consolidation,0,baseline
44,30-50,63478.68,1.8,2.2,0.574,6116.9,home_improvement,0,baseline
56,Over 50,45747.95,11.2,10.5,0.369,13423.94,small_business,0,baseline
23,Under 30,62168.79,1.4,3.1,0.257,15744.56,home_improvement,0,baseline
60,Over 50,56459.81,13.9,16.4,0.26,7385.21,education,0,baseline
61,Over 50,50323.07,12.8,13.4,0.121,8005.69,debt_consolidation,0,baseline
56,Over 50,52155.72,12.0,12.4,0.596,6592.55,debt_consolidation,0,baseline
52,Over 50,60075.96,8.5,11.4,0.132,9063.66,small_business,0,baseline
57,Over 50,42943.11,12.6,10.8,0.128,4687.57,auto,0,baseline
59,Over 50,43953.01,13.5,14.9,0.234,2107.61,auto,0,baseline
65,Over 50,105695.0,12.7,14.0,0.233,3180.79,home_improvement,0,baseline
41,30-50,166000.49,7.8,10.0,0.23,7255.17,education,0,baseline
43,30-50,28510.7,8.5,8.5,0.424,4746.01,small_business,0,baseline
52,Over 50,27812.42,10.4,9.4,0.167,7640.4,debt_consolidation,0,baseline
30,30-50,31865.56,10.4,8.6,0.039,6271.43,debt_consolidation,0,baseline
62,Over 50,46794.47,13.9,11.5,0.443,5691.99,education,1,baseline
58,Over 50,73357.59,12.1,9.9,0.329,5858.08,debt_consolidation,0,baseline
51,Over 50,63963.24,9.2,10.1,0.32,13142.44,home_improvement,0,baseline
35,30-50,52966.45,2.0,3.1,0.613,9114.66,debt_consolidation,0,baseline
38,30-50,62194.45,8.0,9.3,0.175,17720.45,home_improvement,0,baseline
42,30-50,35902.46,5.3,7.2,0.302,8532.44,home_improvement,0,baseline
53,Over 50,43920.86,9.5,7.5,0.081,3118.24,debt_consolidation,0,baseline
59,Over 50,48579.53,11.7,9.2,0.424,4808.3,debt_consolidation,0,baseline
53,Over 50,24031.07,8.2,8.1,0.195,8583.21,home_improvement,0,baseline
66,Over 50,29068.5,10.5,8.8,0.081,9145.24,home_improvement,0,baseline
68,Over 50,29593.06,15.1,12.3,0.213,6045.11,auto,0,baseline
55,Over 50,69137.23,14.5,17.0,0.343,5443.24,auto,0,baseline
39,30-50,54743.27,6.9,4.4,0.315,5979.03,debt_consolidation,0,baseline
50,30-50,64535.94,14.8,17.9,0.166,7538.44,home_improvement,0,baseline
41,30-50,21421.6,9.3,10.0,0.408,7906.92,education,0,baseline
51,Over 50,25144.51,12.1,13.6,0.307,4680.04,auto,0,baseline
60,Over 50,66068.47,19.3,19.2,0.19,9164.81,education,0,baseline
39,30-50,14039.06,6.0,8.0,0.266,9122.63,small_business,0,baseline
45,30-50,85057.54,8.6,12.2,0.483,7669.65,debt_consolidation,0,baseline
23,Under 30,21579.68,0.7,0.4,0.255,5735.92,debt_consolidation,0,baseline
57,Over 50,71646.9,17.2,15.5,0.333,11336.54,debt_consolidation,0,baseline
45,30-50,32864.13,8.4,7.0,0.135,15706.2,debt_consolidation,0,baseline
43,30-50,78590.54,5.8,3.2,0.076,6476.15,auto,0,baseline
47,30-50,207663.12,10.9,9.4,0.446,5917.99,debt_consolidation,0,baseline
31,30-50,17624.94,1.1,6.6,0.488,10228.76,small_business,0,baseline
50,30-50,67031.62,11.8,11.1,0.364,4512.96,auto,0,baseline
57,Over 50,21727.34,13.8,17.0,0.053,4280.04,small_business,0,baseline
38,30-50,59399.79,5.4,10.5,0.112,5858.09,auto,0,baseline
27,Under 30,44665.31,3.8,11.0,0.491,9459.19,debt_consolidation,0,baseline
39,30-50,51968.97,1.8,7.3,0.131,5217.53,debt_consolidation,0,baseline
30,30-50,32524.25,3.6,9.6,0.34,8027.46,education,0,baseline
39,30-50,69650.38,4.9,6.6,0.505,2967.08,debt_consolidation,0,baseline
51,Over 50,25546.08,19.1,17.7,0.027,11030.24,education,0,baseline
26,Under 30,85711.03,2.2,4.4,0.152,16651.04,debt_consolidation,0,baseline
57,Over 50,40775.53,10.8,10.6,0.156,5141.32,auto,0,baseline
32,30-50,26076.48,0.0,2.3,0.188,10117.8,home_improvement,0,baseline
64,Over 50,100480.76,19.0,18.7,0.115,7302.5,auto,0,baseline
56,Over 50,47557.55,11.2,10.0,0.206,8544.85,education,0,baseline
34,30-50,115663.01,2.2,1.0,0.376,7165.65,debt_consolidation,0,baseline
48,30-50,84932.34,10.5,11.1,0.39,6962.18,small_business,0,baseline
26,Under 30,34229.2,3.7,3.6,0.331,5342.41,auto,0,baseline
25,Under 30,47181.38,3.3,3.5,0.251,4691.76,home_improvement,0,baseline
67,Over 50,51764.87,16.2,14.6,0.348,14040.4,small_business,0,baseline
60,Over 50,97424.84,14.1,12.6,0.573,3499.83,education,0,baseline
28,Under 30,59687.8,3.1,6.7,0.465,8027.73,debt_consolidation,1,baseline
34,30-50,53068.12,5.6,6.1,0.485,7847.42,debt_consolidation,0,baseline
30,30-50,44804.07,4.4,7.9,0.614,7915.18,small_business,0,baseline
40,30-50,47918.14,9.9,10.4,0.471,11298.59,auto,0,baseline
35,30-50,88173.91,5.1,5.9,0.386,6732.02,home_improvement,0,baseline
37,30-50,49102.61,3.1,4.8,0.124,11231.76,debt_consolidation,0,baseline
46,30-50,41037.9,8.3,6.1,0.093,21871.48,home_improvement,0,baseline
30,30-50,38023.96,5.4,7.0,0.192,7509.27,debt_consolidation,0,baseline
64,Over 50,38208.21,9.7,11.5,0.362,2933.67,debt_consolidation,0,baseline
56,Over 50,26083.46,6.9,9.5,0.353,7545.65,home_improvement,0,baseline
58,Over 50,34972.98,15.7,11.9,0.162,7184.09,debt_consolidation,0,baseline
29,Under 30,96210.05,7.4,4.9,0.113,9907.11,auto,0,baseline
55,Over 50,44668.79,8.1,7.4,0.127,2989.81,auto,0,baseline
61,Over 50,67304.69,14.3,16.2,0.432,9530.46,auto,0,baseline
29,Under 30,16067.59,1.6,3.7,0.16,6563.55,debt_consolidation,0,baseline
57,Over 50,63306.3,11.8,9.9,0.269,12104.93,debt_consolidation,0,baseline
38,30-50,45587.61,6.9,4.6,0.138,6252.72,education,1,baseline
59,Over 50,39472.2,9.4,8.2,0.213,12506.36,auto,0,baseline
44,30-50,53179.7,4.7,4.3,0.15,3807.15,debt_consolidation,0,baseline
60,Over 50,39217.51,12.7,14.1,0.349,8175.45,auto,0,baseline
28,Under 30,18849.78,2.0,5.6,0.288,4984.48,home_improvement,0,baseline
40,30-50,74236.53,3.3,2.5,0.127,6348.31,debt_consolidation,0,baseline
34,30-50,54685.72,6.9,9.0,0.394,31572.55,education,1,baseline
33,30-50,42562.37,2.9,5.7,0.052,5040.27,home_improvement,0,baseline
36,30-50,31736.31,4.0,2.8,0.367,6725.77,home_improvement,0,baseline
39,30-50,25300.11,7.1,7.6,0.244,4573.94,education,0,baseline
27,Under 30,54217.1,1.7,4.1,0.297,6950.04,debt_consolidation,0,baseline
55,Over 50,101320.95,14.4,13.9,0.303,7517.73,auto,0,baseline
47,30-50,53713.78,6.3,3.6,0.132,5612.29,debt_consolidation,0,baseline
61,Over 50,26311.39,9.8,10.1,0.2,17821.89,small_business,1,baseline
55,Over 50,54246.98,11.0,12.0,0.162,14437.5,debt_consolidation,0,baseline
28,Under 30,47858.1,2.6,7.3,0.075,5047.23,small_business,0,baseline
24,Under 30,72317.37,0.0,0.7,0.068,12189.79,home_improvement,0,baseline
41,30-50,64410.37,2.8,3.2,0.083,6373.83,education,0,baseline
44,30-50,12789.5,8.6,8.5,0.196,4382.37,education,0,baseline
32,30-50,62652.51,1.6,3.8,0.276,5659.4,debt_consolidation,0,baseline
59,Over 50,31208.14,8.9,9.3,0.209,4324.35,auto,0,baseline
49,30-50,25854.04,12.7,13.4,0.423,12972.59,debt_consolidation,0,baseline
57,Over 50,45034.63,10.7,8.3,0.355,5228.1,debt_consolidation,0,baseline
26,Under 30,58979.02,5.2,7.0,0.373,15429.96,debt_consolidation,0,baseline
60,Over 50,23427.58,13.7,11.5,0.108,8694.42,auto,0,baseline
31,30-50,67309.68,4.4,5.2,0.506,6622.39,debt_consolidation,1,baseline
42,30-50,69113.3,6.7,10.8,0.346,6304.07,auto,0,baseline
42,30-50,50068.1,0.0,0.0,0.094,19463.99,education,0,baseline
61,Over 50,33175.58,10.6,9.9,0.154,8144.95,debt_consolidation,0,baseline
34,30-50,31548.46,4.2,2.8,0.42,6297.02,debt_consolidation,0,baseline
32,30-50,77782.32,4.9,6.3,0.057,12415.75,auto,0,baseline
37,30-50,24833.52,0.2,4.3,0.333,10859.27,debt_consolidation,0,baseline
38,30-50,79143.01,5.8,7.0,0.256,4944.12,debt_consolidation,0,baseline
29,Under 30,45508.77,0.0,1.8,0.334,8124.37,debt_consolidation,0,baseline
29,Under 30,46951.69,3.5,7.5,0.322,3280.18,debt_consolidation,0,baseline
32,30-50,22728.17,3.8,5.7,0.049,7968.68,auto,0,baseline
43,30-50,45888.85,9.9,11.6,0.447,9481.54,debt_consolidation,0,baseline
37,30-50,64609.29,8.8,10.5,0.269,10136.85,small_business,0,baseline
40,30-50,26865.96,8.0,2.7,0.384,4916.07,auto,0,baseline
56,Over 50,61352.19,14.8,13.7,0.065,5601.14,small_business,0,baseline
32,30-50,51024.21,2.8,2.1,0.183,9170.04,auto,0,baseline
65,Over 50,36691.85,23.9,19.4,0.108,15142.21,debt_consolidation,0,baseline
57,Over 50,72013.07,8.9,12.1,0.527,8484.81,debt_consolidation,0,baseline
29,Under 30,18196.5,1.2,2.2,0.437,6129.98,debt_consolidation,1,baseline
36,30-50,57297.16,8.0,12.1,0.129,13162.3,auto,0,baseline
29,Under 30,101594.62,5.1,3.2,0.303,8643.35,auto,0,baseline
34,30-50,93711.33,6.0,4.6,0.061,8860.58,debt_consolidation,0,baseline
38,30-50,58419.97,8.0,9.9,0.129,12074.57,auto,0,baseline
27,Under 30,42797.87,0.0,1.3,0.413,7722.15,debt_consolidation,0,baseline
21,Under 30,36823.4,4.8,6.4,0.04,5081.12,auto,0,baseline
42,30-50,42773.9,6.7,7.2,0.227,7500.37,debt_consolidation,0,baseline
55,Over 50,62612.06,15.6,14.2,0.226,14130.19,debt_consolidation,0,baseline
35,30-50,34089.35,0.0,1.4,0.482,20875.61,home_improvement,0,baseline
63,Over 50,68929.58,15.5,14.7,0.167,4405.6,small_business,0,baseline
39,30-50,128017.5,4.6,7.0,0.649,18372.77,auto,0,baseline
65,Over 50,47674.53,17.1,18.9,0.191,6744.94,home_improvement,0,baseline
32,30-50,26769.6,4.8,5.4,0.105,8186.39,home_improvement,0,baseline
47,30-50,26765.39,10.2,9.4,0.009,18957.12,home_improvement,0,baseline
58,Over 50,69525.89,9.8,8.8,0.312,6602.13,debt_consolidation,0,baseline
23,Under 30,47720.4,0.5,5.4,0.205,7064.25,auto,0,baseline
66,Over 50,72734.7,15.2,15.5,0.053,5875.85,debt_consolidation,0,baseline
38,30-50,38555.91,7.4,4.2,0.281,8257.99,home_improvement,0,baseline
45,30-50,71237.92,11.4,7.2,0.175,9469.97,debt_consolidation,0,baseline
51,Over 50,45650.3,11.0,9.1,0.298,5747.17,education,0,baseline
52,Over 50,35255.37,7.0,8.1,0.135,16733.71,debt_consolidation,0,baseline
22,Under 30,40927.22,0.7,2.5,0.209,5576.61,debt_consolidation,0,baseline
63,Over 50,28604.68,22.5,21.1,0.225,10396.23,home_improvement,0,baseline
51,Over 50,119995.77,15.4,14.0,0.208,8211.35,education,0,baseline
69,Over 50,46940.13,7.9,11.1,0.311,15091.11,small_business,0,baseline
44,30-50,65514.8,8.2,10.1,0.228,5420.99,debt_consolidation,0,baseline
51,Over 50,38499.82,13.3,12.8,0.268,10788.83,debt_consolidation,0,baseline
42,30-50,30535.11,6.8,9.7,0.159,27188.25,auto,1,baseline
64,Over 50,44123.76,13.7,9.6,0.107,3941.01,debt_consolidation,0,baseline
61,Over 50,80461.71,13.2,12.4,0.079,5165.24,debt_consolidation,0,baseline
65,Over 50,38780.42,17.1,15.9,0.395,22970.97,debt_consolidation,0,baseline
45,30-50,33132.19,5.0,7.2,0.11,7577.34,debt_consolidation,0,baseline
59,Over 50,52573.05,16.9,12.1,0.086,8576.63,auto,0,baseline
38,30-50,61362.87,5.8,6.1,0.833,6862.78,home_improvement,0,baseline
43,30-50,102670.66,4.9,6.7,0.269,18528.99,debt_consolidation,0,baseline
58,Over 50,57479.73,16.3,16.0,0.547,3616.28,debt_consolidation,1,baseline
24,Under 30,65499.43,0.0,4.4,0.196,15040.73,debt_consolidation,0,baseline
55,Over 50,67756.38,10.2,11.7,0.048,3870.92,education,0,baseline
21,Under 30,29177.21,0.0,1.9,0.019,3701.62,home_improvement,0,baseline
49,30-50,31777.08,16.2,16.3,0.45,4705.62,education,0,baseline
44,30-50,30098.98,6.0,6.4,0.08,7601.35,small_business,0,baseline
43,30-50,26917.57,1.2,3.3,0.147,5669.41,home_improvement,0,baseline
45,30-50,70119.55,6.7,8.9,0.17,5503.77,small_business,0,baseline
45,30-50,55855.46,9.8,9.7,0.388,5095.98,debt_consolidation,0,baseline
40,30-50,50806.18,9.0,9.9,0.259,5140.24,debt_consolidation,0,baseline
43,30-50,15264.38,14.5,15.5,0.136,5082.6,auto,1,baseline
48,30-50,123619.62,13.7,14.4,0.114,9112.76,debt_consolidation,0,baseline
58,Over 50,32780.12,13.5,15.3,0.04,5896.11,auto,0,baseline
48,30-50,123415.96,6.8,12.1,0.51,2137.52,education,0,baseline
52,Over 50,25535.92,15.7,16.0,0.201,7953.39,small_business,0,baseline
61,Over 50,34010.33,12.9,11.4,0.018,11786.48,home_improvement,0,baseline
69,Over 50,18191.65,14.8,14.9,0.324,7048.66,auto,1,baseline
26,Under 30,57696.76,0.5,3.3,0.203,4313.93,auto,0,baseline
55,Over 50,29864.76,8.1,9.7,0.613,11760.67,home_improvement,0,baseline
32,30-50,30246.93,2.5,7.0,0.36,4079.49,home_improvement,1,baseline
30,30-50,26433.0,2.5,0.6,0.116,6900.93,auto,0,baseline
59,Over 50,69550.6,15.5,17.4,0.305,8015.0,debt_consolidation,0,baseline
24,Under 30,67518.62,0.0,5.7,0.132,13899.09,auto,0,baseline
62,Over 50,110792.6,10.5,11.6,0.36,10816.93,debt_consolidation,0,baseline
58,Over 50,36005.68,8.1,9.7,0.299,9129.05,auto,0,baseline
69,Over 50,54093.47,17.4,15.5,0.105,12904.07,home_improvement,0,baseline
53,Over 50,27441.15,11.4,11.1,0.442,4541.44,debt_consolidation,0,baseline
63,Over 50,42160.22,13.0,13.8,0.218,17854.05,education,0,baseline
26,Under 30,38813.35,0.3,3.5,0.091,1750.19,home_improvement,0,baseline
64,Over 50,60415.59,16.2,16.4,0.146,16545.75,auto,0,baseline
28,Under 30,77471.07,6.6,8.6,0.035,5320.76,debt_consolidation,0,baseline
36,30-50,76571.48,2.9,6.1,0.281,9799.53,debt_consolidation,0,baseline
27,Under 30,33548.07,2.4,5.5,0.126,16717.84,education,0,baseline
40,30-50,76826.93,9.5,7.6,0.165,10726.5,home_improvement,0,baseline
57,Over 50,48057.89,10.3,11.9,0.124,9761.58,debt_consolidation,0,baseline
34,30-50,42358.8,4.5,9.3,0.299,12496.0,home_improvement,0,baseline
61,Over 50,35638.07,13.9,13.1,0.102,3866.21,home_improvement,0,baseline
50,30-50,38102.26,6.2,10.0,0.229,4167.31,small_business,1,baseline
51,Over 50,107370.55,11.0,9.0,0.607,9280.57,debt_consolidation,0,baseline
67,Over 50,56293.53,16.2,14.9,0.308,7340.75,home_improvement,0,baseline
42,30-50,53028.0,9.0,7.9,0.13,6929.86,debt_consolidation,0,baseline
37,30-50,43564.11,2.0,6.4,0.111,15049.5,debt_consolidation,0,baseline
69,Over 50,147368.33,16.8,18.7,0.185,14410.91,auto,0,baseline
48,30-50,88190.52,13.6,12.7,0.421,5113.46,debt_consolidation,0,baseline
51,Over 50,35437.36,16.7,17.7,0.402,10109.29,debt_consolidation,0,baseline
35,30-50,43341.82,8.7,12.3,0.681,3706.49,home_improvement,0,baseline
31,30-50,44515.38,0.0,1.9,0.142,3662.18,home_improvement,0,baseline
29,Under 30,52346.61,4.2,5.6,0.101,5185.27,small_business,0,baseline
31,30-50,35755.1,2.1,5.1,0.267,7891.29,auto,0,baseline
30,30-50,59722.7,4.0,3.5,0.075,5845.75,debt_consolidation,0,baseline
57,Over 50,94224.89,10.3,10.4,0.39,10153.84,debt_consolidation,0,baseline
23,Under 30,27142.81,0.0,6.3,0.448,8041.2,auto,0,baseline
51,Over 50,29505.56,9.5,8.6,0.173,14143.98,debt_consolidation,0,baseline
67,Over 50,39441.69,18.3,18.3,0.193,10644.72,debt_consolidation,0,baseline
58,Over 50,40273.22,13.8,14.1,0.227,4820.99,small_business,0,baseline
40,30-50,120488.51,7.9,8.0,0.236,12712.13,auto,0,baseline
23,Under 30,76939.07,1.3,3.5,0.33,5265.98,debt_consolidation,0,baseline
61,Over 50,74977.63,15.2,17.7,0.11,9954.05,debt_consolidation,0,baseline
21,Under 30,43522.59,1.6,4.4,0.376,6335.07,education,0,baseline
54,Over 50,43094.86,10.7,12.0,0.471,15709.8,auto,0,baseline
53,Over 50,25507.62,11.4,14.4,0.178,11679.53,debt_consolidation,0,baseline
30,30-50,69687.98,8.4,8.1,0.269,5731.25,home_improvement,0,baseline
57,Over 50,61143.24,13.0,10.3,0.241,6680.8,education,0,baseline
29,Under 30,87439.19,2.9,7.9,0.528,41550.16,debt_consolidation,1,baseline
32,30-50,44583.84,4.2,5.6,0.287,4313.58,auto,0,baseline
60,Over 50,45990.93,13.0,14.2,0.048,5653.58,education,0,baseline
68,Over 50,52919.15,15.1,12.6,0.65,5793.5,home_improvement,0,baseline
33,30-50,73229.52,4.8,6.6,0.161,4539.33,small_business,0,baseline
66,Over 50,25296.04,14.2,11.2,0.108,4784.2,debt_consolidation,0,baseline
65,Over 50,68269.97,15.0,14.1,0.266,7674.57,auto,0,baseline
58,Over 50,48570.76,10.6,9.2,0.252,10283.2,home_improvement,0,baseline
27,Under 30,30443.06,2.4,2.2,0.096,3653.45,home_improvement,1,baseline
35,30-50,19185.83,6.7,6.7,0.125,6306.15,auto,0,baseline
54,Over 50,46100.86,10.9,6.1,0.382,5420.84,auto,0,baseline
69,Over 50,94039.56,10.8,8.3,0.367,4513.18,home_improvement,0,baseline
60,Over 50,104152.15,15.4,15.9,0.057,13331.62,home_improvement,0,baseline
41,30-50,57521.8,7.4,8.6,0.058,5527.51,home_improvement,0,baseline
32,30-50,118527.77,0.9,0.5,0.365,4084.9,small_business,0,baseline
68,Over 50,48082.64,18.8,18.1,0.138,12582.66,education,0,baseline
34,30-50,75281.27,0.4,0.5,0.099,15147.95,home_improvement,0,baseline
37,30-50,40012.46,8.7,10.4,0.303,9125.5,home_improvement,0,baseline
68,Over 50,38887.59,16.3,14.8,0.176,5062.3,education,0,baseline
48,30-50,36138.75,2.6,3.5,0.152,7052.72,education,0,baseline
33,30-50,19394.83,4.7,5.6,0.185,5839.98,auto,1,baseline
21,Under 30,87482.28,0.0,7.1,0.224,7905.42,auto,0,baseline
42,30-50,36726.92,5.7,5.0,0.145,11590.66,debt_consolidation,0,baseline
69,Over 50,34178.52,14.6,14.1,0.226,8001.51,debt_consolidation,0,baseline
42,30-50,28825.42,7.0,9.1,0.411,8088.8,debt_consolidation,0,baseline
55,Over 50,44713.84,10.4,8.4,0.575,6269.54,home_improvement,0,baseline
33,30-50,108398.72,0.0,0.0,0.317,11298.58,auto,0,baseline
59,Over 50,125768.79,17.1,14.5,0.279,9741.43,education,0,baseline
59,Over 50,23216.3,12.6,13.6,0.272,3232.16,education,0,baseline
50,30-50,41793.6,8.0,7.7,0.366,3325.11,debt_consolidation,0,baseline
58,Over 50,30777.49,9.6,9.2,0.317,6864.9,auto,0,baseline
